Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
Detailed Engineering Design Whistle Bend Sub,ASSOCIATED ENGINEERING,"$269,463.73",2010-04-01,C00003901,5,,,Community Services,Engineering/Architectural,Value Driven,Whitehorse,P,2011-12
"Tender Advertising  April 1, 2010-March 31, 2011",THE WHITEHORSE STAR (1977) LTD,"$1,500.00",2010-04-01,C00003802,2,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
Physician specializing in Palliative Care,DR DANUSIA KANACHOWSKI,"$5,871.00",2010-04-01,C00003904,1,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
"Tender Advertising  April 1, 2010-March 31, 2011",THE WHITEHORSE STAR (1977) LTD,-$198.56,2010-04-01,C00003802,3,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
RFP's & Tender Advertising,MEDIA NORTH LIMITED O/A,"$2,000.00",2010-04-01,C00003803,1,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
RFP's & Tender Advertising,MEDIA NORTH LIMITED O/A,-$406.44,2010-04-01,C00003803,2,,,Community Services,Service,Value Driven,Whitehorse,D,2011-12
Attend & Participate in Hearings under the CC Act,QUONG & DALINGHAUS,"$75,600.00",2010-04-01,C00003906,Original,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Attend & Participate in Hearings under the CC Act,QUONG & DALINGHAUS,"-$5,600.00",2010-04-01,C00003906,1,,,Health & Social Services,Service,Value Driven,Whitehorse,D,2011-12
Detailed Design & Tendering Wharf and Area,EBA ENGINEERING,"$21,384.15",2010-05-10,C00003746,3,,,Community Services,Engineering/Architectural,Value Driven,Whitehorse,P,2011-12
Hotel rooms for surveyors for the summer season,PETTERSON HOLDINGS LTD O/A,$0.00,2010-06-01,C00003808,1,,,Community Services,Service,Value Driven,Haines Junction,D,2011-12
Horticultural Work Mayo YG Buildings,SYLVIE MENELON O/A,"$4,884.00",2010-05-10,C00003811,1,,,Highways & Public Works,Service,Price Driven,Mayo,I,2011-12
Development & Implementation of Proj Evaluation,JOHNSTON RESEARCH INC,$850.00,2010-06-01,C00003871,2,,,Health & Social Services,Service,Price Driven,Whitehorse,P,2011-12
Development & Implementation of Proj Evaluation,JOHNSTON RESEARCH INC,"$4,400.00",2010-06-01,C00003871,3,,,Health & Social Services,Service,Price Driven,Whitehorse,P,2011-12
System and Standard Development,GORDON GILGAN & CORLISS BURKE,"$7,500.00",2010-05-01,C00003872,1,,,Health & Social Services,Service,Value Driven,Whitehorse,P,2011-12
To Construct a Domestic Water Well System,RON & LAURA TOEWS O/A,$0.00,2010-05-03,C00003703,1,,,Community Services,Service,Value Driven,Other,D,2011-12
Tourism Fulfillment Database Maintenance Support,38593 YUKON INC O/A,$65.04,2010-05-03,C00003759,3,,,Tourism And Culture,General Consulting,Value Driven,Whitehorse,D,2011-12
System and Standard Development,GORDON GILGAN & CORLISS BURKE,"$19,500.00",2010-05-01,C00003872,2,,,Health & Social Services,Service,Value Driven,Whitehorse,P,2011-12
Tourism Cooperative Marketing Fund Database Suprt,38593 YUKON INC O/A,$224.54,2010-05-03,C00003760,2,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
Tourism Cooperative Marketing Fund Database Suprt,38593 YUKON INC O/A,-$224.54,2010-05-03,C00003760,3,,,Tourism And Culture,Service,Value Driven,Whitehorse,D,2011-12
Cleaning Service at Women's Directorate,M ADIL KHALIK O/A,"$6,400.00",2010-05-01,C00003881,Original,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Cleaning Service at Women's Directorate,M ADIL KHALIK O/A,"$2,800.00",2010-05-01,C00003881,1,,,Highways & Public Works,Service,Price Driven,Whitehorse,D,2011-12
Procurement Framework Proj.-Documentation Creation,STEVE SPALDING,$0.00,2010-04-01,C00003886,3,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Dawson Wastewater Treatment Plant Assessment,STEVE SPALDING,$0.00,2010-04-01,C00003826,3,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Ad Sales Service Yk Vac Planners SS09543016-58572,OUTSIDE THE CUBE MANAGEMENT,"-$40,000.00",2010-04-29,C00003719,1,,,Tourism And Culture,Service,Value Driven,Whitehorse,P,2011-12
Monitor fire alarms,CITY OF WHITEHORSE,"$10,000.00",2010-04-01,C00003833,1,,,Highways & Public Works,Service,Value Driven,Whitehorse,D,2011-12
Janitorial Services Carmacks Forestry Office,BONNIE COOPER,"$5,900.00",2010-05-06,C00003774,Original,,,Highways & Public Works,Service,Price Driven,Carmacks,D,2011-12
Carcross Sewage Lagoon Engineering Assessment,YUKON ENGINEERING SERVICES INC,$0.00,2010-05-11,C00003835,1,,,Community Services,Engineering/Architectural,Value Driven,Whitehorse,D,2011-12
2010 Monitoring Well Project,EBA ENGINEERING,"$15,000.00",2010-05-28,C00003897,4,,,Community Services,Service,Value Driven,Whitehorse,P,2011-12
2010 Monitoring Well Project,EBA ENGINEERING,"$19,723.38",2010-05-28,C00003897,5,,,Community Services,Service,Value Driven,Whitehorse,P,2011-12
Cleaning Servcies Ref SS09556520-58299,JOSEPHINE & MARLON LUCIANO O/A,"$1,600.00",2010-04-30,C00003898,2,,,Highways & Public Works,Service,Price Driven,Whitehorse,I,2011-12
VENDOME PLACE - 305 JARVIS STREET - 3RD FLOOR,VENDOME DEVELOPMENT CORP,"$83,267.00",2010-07-01,C00004476,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
VENDOME PLACE - 305 JARVIS STREET - 3RD FLOOR,VENDOME DEVELOPMENT CORP,"$68,800.00",2010-07-01,C00004476,2,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
VENDOME PLACE - 305 JARVIS STREET - 3RD FLOOR,VENDOME DEVELOPMENT CORP,"$137,600.00",2010-07-01,C00004476,3,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
ROYAL CENTRE,12963 YUKON INC,"$16,412.17",2010-07-01,C00004484,4,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
133 INDUSTRIAL ROAD,MAGUIRE HOLDINGS LTD,"$24,807.99",2010-07-01,C00004485,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
133 INDUSTRIAL ROAD,MAGUIRE HOLDINGS LTD,"$18,581.98",2010-07-01,C00004485,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
120 INDUSTRIAL ROAD,13293 YUKON INC,"$32,450.00",2010-07-01,C00004486,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
120 INDUSTRIAL ROAD,13293 YUKON INC,"$45,430.00",2010-07-01,C00004486,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
120 INDUSTRIAL ROAD,13293 YUKON INC,"-$19,470.00",2010-07-01,C00004486,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
PEJEST BUILDING,PEJEST HOLDINGS LTD,"$85,144.56",2010-07-01,C00004530,1,,,Highways & Public Works,Real Property Lease,Value Driven,Watson Lake,D,2011-12
PEJEST BUILDING,PEJEST HOLDINGS LTD,"-$7,095.32",2010-07-01,C00004530,2,,,Highways & Public Works,Real Property Lease,Value Driven,Watson Lake,D,2011-12
113 Industrial Road Lease,MAGUIRE HOLDINGS LTD,"$43,991.92",2010-07-01,C00004487,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
113 Industrial Road Lease,MAGUIRE HOLDINGS LTD,-$0.04,2010-07-01,C00004487,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
113 Industrial Road Lease,MAGUIRE HOLDINGS LTD,"-$8,805.79",2010-07-01,C00004487,4,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
113 Industrial Road Lease,MAGUIRE HOLDINGS LTD,"$26,380.37",2010-07-01,C00004487,5,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Materials Testing and Quality Control-Willow Acres,EBA ENGINEERING,$0.00,2010-06-21,C00004537,1,,,Community Services,Service,Price Driven,Haines Junction,I,2011-12
ROYAL CENTRE - 4TH & 1ST FLOORS,12963 YUKON INC,"$437,739.70",2010-07-01,C00004479,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
ROYAL CENTRE - 4TH & 1ST FLOORS,12963 YUKON INC,"-$18,532.60",2010-07-01,C00004479,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
EMERGENCY RESPONSE STATION - CARMACKS,VILLAGE OF CARMACKS,"$7,200.00",2010-07-01,C00004481,1,,,Highways & Public Works,Real Property Lease,Price Driven,Carmacks,D,2011-12
"305 SPARKS STREET - OTTAWA, ONTARIO",MIL ITF 350 SPARKS JV,"$119,897.28",2010-07-01,C00004489,1,,,Highways & Public Works,Real Property Lease,Value Driven,Other,D,2011-12
"305 SPARKS STREET - OTTAWA, ONTARIO",MIL ITF 350 SPARKS JV,"-$4,769.46",2010-07-01,C00004489,2,,,Highways & Public Works,Real Property Lease,Value Driven,Other,D,2011-12
"305 SPARKS STREET - OTTAWA, ONTARIO",MIL ITF 350 SPARKS JV,"$1,291.58",2010-07-01,C00004489,3,,,Highways & Public Works,Real Property Lease,Value Driven,Other,D,2011-12
MAYO FIRE HALL BUILDING,VILLAGE OF MAYO,"$19,536.00",2010-07-01,C00004490,1,,,Highways & Public Works,Real Property Lease,Value Driven,Mayo,D,2011-12
MAYO FIRE HALL BUILDING,VILLAGE OF MAYO,$0.00,2010-07-01,C00004490,2,,,Highways & Public Works,Real Property Lease,Value Driven,Mayo,D,2011-12
EMERGENCY RESPONSE STATION - CARMACKS,VILLAGE OF CARMACKS,"$3,600.00",2010-07-01,C00004481,2,,,Highways & Public Works,Real Property Lease,Price Driven,Carmacks,D,2011-12
EMERGENCY RESPONSE STATION - CARMACKS,VILLAGE OF CARMACKS,"$7,200.00",2010-07-01,C00004481,3,,,Highways & Public Works,Real Property Lease,Price Driven,Carmacks,D,2011-12
ROYAL CENTRE,12963 YUKON INC,"$139,242.00",2010-07-01,C00004484,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
ROYAL CENTRE,12963 YUKON INC,-$0.04,2010-07-01,C00004484,2,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
ROYAL CENTRE,12963 YUKON INC,"$155,412.46",2010-07-01,C00004484,3,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
NEW MUNICIPALITY BLDG.,VILLAGE OF HAINES JUNCTION,"$17,876.20",2010-07-01,C00004492,1,,,Highways & Public Works,Real Property Lease,Value Driven,Haines Junction,D,2011-12
NEW MUNICIPALITY BLDG.,VILLAGE OF HAINES JUNCTION,"$1,625.00",2010-07-01,C00004492,2,,,Highways & Public Works,Real Property Lease,Value Driven,Haines Junction,D,2011-12
NEW MUNICIPALITY BLDG.,VILLAGE OF HAINES JUNCTION,"$17,875.00",2010-07-01,C00004492,3,,,Highways & Public Works,Real Property Lease,Value Driven,Haines Junction,D,2011-12
CLOSELEIGH MANOR,YUKON HOUSING CORPORATION,"$46,800.00",2010-07-01,C00004493,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
CLOSELEIGH MANOR,YUKON HOUSING CORPORATION,"-$39,000.00",2010-07-01,C00004493,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
421 RANGE ROAD,RECEIVER GENERAL FOR CANADA,"$14,093.46",2010-07-01,C00004543,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
206 LOWE STREET,NACNUD HOLDINGS LTD,"$58,119.88",2010-07-01,C00004494,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
206 LOWE STREET,NACNUD HOLDINGS LTD,"-$8,302.80",2010-07-01,C00004494,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
206 LOWE STREET,NACNUD HOLDINGS LTD,"$19,921.00",2010-07-01,C00004495,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
206 LOWE STREET,NACNUD HOLDINGS LTD,-$0.04,2010-07-01,C00004495,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Agreement 404 Hanson Street,32125 YUKON INC.,"$38,574.69",2010-07-01,C00004496,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Agreement 404 Hanson Street,32125 YUKON INC.,"$28,799.67",2010-07-01,C00004496,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Agreement 404 Hanson Street,32125 YUKON INC.,"-$20,945.20",2010-07-01,C00004496,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
REMAX BUILDING - 49A WATERFRONT,33258 YUKON INC,"$111,181.56",2010-07-01,C00004498,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
REMAX BUILDING - 49A WATERFRONT,33258 YUKON INC,"$79,515.00",2010-07-01,C00004498,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
MEDICAL ARTS BUILDING,NACNUD HOLDINGS LTD,"$12,443.00",2010-07-01,C00004503,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
MEDICAL ARTS BUILDING,NACNUD HOLDINGS LTD,"-$6,221.50",2010-07-01,C00004503,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
MEDICAL ARTS BUILDING,NACNUD HOLDINGS LTD,"$62,215.00",2010-07-01,C00004503,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
415 BAXTER STREET,6770 YUKON LTD,"$112,108.68",2010-07-01,C00004504,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
415 BAXTER STREET,6770 YUKON LTD,$555.00,2010-07-01,C00004504,2,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
Lease Space 4141 4th Avenue / 310 Jarvis Street,ALCAN AUTOMOTIVE CENTRE LTD,"$17,857.01",2010-07-01,C00004505,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Space 4141 4th Avenue / 310 Jarvis Street,ALCAN AUTOMOTIVE CENTRE LTD,-$7.00,2010-07-01,C00004505,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Space 4141 4th Avenue / 310 Jarvis Street,ALCAN AUTOMOTIVE CENTRE LTD,"$1,493.33",2010-07-01,C00004505,4,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Lease Space 4141 4th Avenue / 310 Jarvis Street,ALCAN AUTOMOTIVE CENTRE LTD,"$2,986.67",2010-07-01,C00004505,5,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Sport Yukon Complex,SPORT YUKON,"$358,625.00",2010-07-01,C00004456,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
Sport Yukon Complex,SPORT YUKON,-$0.08,2010-07-01,C00004456,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
105 PLATINUM ROAD,ARCRITE NORTHERN LTD,"$9,625.00",2010-07-01,C00004507,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
105 PLATINUM ROAD,ARCRITE NORTHERN LTD,"$12,375.00",2010-07-01,C00004507,2,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
105 PLATINUM ROAD,ARCRITE NORTHERN LTD,"$1,375.00",2010-07-01,C00004507,3,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
105 PLATINUM ROAD,ARCRITE NORTHERN LTD,"$2,750.00",2010-07-01,C00004507,4,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
OUTREACH BUILDING - DAWSON,14965 YK INC,"$9,000.00",2010-07-01,C00004508,1,,,Highways & Public Works,Real Property Lease,Value Driven,Dawson City,D,2011-12
3059 Third Avenue - Canyon Mountain Bldg.,11192 YUKON INC,"$176,836.54",2010-07-01,C00004458,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
3059 Third Avenue - Canyon Mountain Bldg.,11192 YUKON INC,-$0.02,2010-07-01,C00004458,2,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,P,2011-12
TESLIN MAINTENANCE SHOP,THOMAS ELECTRIC LTD,"$19,413.32",2010-07-01,C00004459,1,,,Highways & Public Works,Real Property Lease,Value Driven,Teslin,D,2011-12
TESLIN MAINTENANCE SHOP,THOMAS ELECTRIC LTD,-$0.08,2010-07-01,C00004459,2,,,Highways & Public Works,Real Property Lease,Value Driven,Teslin,D,2011-12
307 BLACK STREET - BERSKA BUILDING,BLACK STREET INVESTMENTS C/O,"$489,591.00",2010-07-01,C00004510,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
307 BLACK STREET - BERSKA BUILDING,BLACK STREET INVESTMENTS C/O,"-$13,599.75",2010-07-01,C00004510,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
MEDICAL ARTS BUILDING,NACNUD HOLDINGS LTD,"$5,071.46",2010-07-01,C00004512,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
New Research Lab & Cold Storg Yk College Whse,GRAHAM CONSTRUCTION AND,"$48,029.00",2010-05-27,C00004415,4,,,Highways & Public Works,Construction,Value Driven,Whitehorse,P,2011-12
ROSS RIVER,MACKENZIE RESOURCES LTD,"$17,153.28",2010-07-01,C00004463,1,,,Highways & Public Works,Real Property Lease,Value Driven,Ross River,D,2011-12
ROSS RIVER,MACKENZIE RESOURCES LTD,"-$2,858.82",2010-07-01,C00004463,2,,,Highways & Public Works,Real Property Lease,Value Driven,Ross River,D,2011-12
ROSS RIVER,MACKENZIE RESOURCES LTD,"$17,153.46",2010-07-01,C00004463,3,,,Highways & Public Works,Real Property Lease,Value Driven,Ross River,D,2011-12
MEDICAL ARTS BUILDING,NACNUD HOLDINGS LTD,"-$5,071.44",2010-07-01,C00004512,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
204 BLACK STREET,BLACK STREET HOLDINGS LTD,"$29,482.74",2010-07-01,C00004515,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
ROSS RIVER,MACKENZIE RESOURCES LTD,"$34,306.50",2010-07-01,C00004463,4,,,Highways & Public Works,Real Property Lease,Value Driven,Ross River,D,2011-12
ROYAL CENTRE,12963 YUKON INC,"$66,043.45",2010-07-01,C00004464,1,,,Highways & Public Works,Real Property Lease,Price Driven,Whitehorse,D,2011-12
"TR'ONDEK HWECH'IN BUILDING, DAWSON CITY",CHIEF ISAAC INCORPORATED,"$94,580.52",2010-07-01,C00004518,1,,,Highways & Public Works,Real Property Lease,Value Driven,Dawson City,D,2011-12
"TR'ONDEK HWECH'IN BUILDING, DAWSON CITY",CHIEF ISAAC INCORPORATED,"$94,580.52",2010-07-01,C00004518,2,,,Highways & Public Works,Real Property Lease,Value Driven,Dawson City,D,2011-12
"TR'ONDEK HWECH'IN BUILDING, DAWSON CITY",CHIEF ISAAC INCORPORATED,"-$63,053.68",2010-07-01,C00004518,3,,,Highways & Public Works,Real Property Lease,Value Driven,Dawson City,D,2011-12
HAINES JUNCTION-BUDGET FOR CUSTODIAL & SNOW REMOVAL,BRUCE TOMLIN & GWEN WATSON,"$28,266.00",2010-07-01,C00004519,1,,,Highways & Public Works,Real Property Lease,Value Driven,Haines Junction,D,2011-12
TESLIN,NISUTLIN TRADING POST LTD,"$76,000.00",2010-07-01,C00004520,1,,,Highways & Public Works,Real Property Lease,Value Driven,Teslin,P,2011-12
TESLIN,NISUTLIN TRADING POST LTD,-$0.04,2010-07-01,C00004520,2,,,Highways & Public Works,Real Property Lease,Value Driven,Teslin,P,2011-12
TESLIN,NISUTLIN TRADING POST LTD,"$76,000.00",2010-07-01,C00004520,3,,,Highways & Public Works,Real Property Lease,Value Driven,Teslin,P,2011-12
4TH & 1ST FLOORS - FINANCIAL PLAZA,TUTSHI FINANCIAL DEVELOPMENT,"$447,328.87",2010-07-01,C00004467,1,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
4TH & 1ST FLOORS - FINANCIAL PLAZA,TUTSHI FINANCIAL DEVELOPMENT,"-$21,045.37",2010-07-01,C00004467,2,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
4TH & 1ST FLOORS - FINANCIAL PLAZA,TUTSHI FINANCIAL DEVELOPMENT,"$16,970.00",2010-07-01,C00004467,3,,,Highways & Public Works,Real Property Lease,Value Driven,Whitehorse,D,2011-12
MADLEY BUILDING - HAINES JUNCTION,VICKY MADLEY & GUY MAYNES,"$25,000.00",2010-07-01,C00004468,1,,,Highways & Public Works,Real Property Lease,Price Driven,Haines Junction,P,2011-12
