Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
Fraser Camp Power Purchase Agreement,NEW ERA HYDRO CORPORATION,"-$11,263.96",2024-04-01,C00077094,1,,,Highways & Public Works,Construction - utilities / infrastructure maintenance,Price Driven,Other-Non Yukon,D,2025-26
Snow Removal and Parking Lot Clean-up,NORCOPE ENTERPRISES LTD,"$7,369.26",2024-04-04,C00077135,1,,,Health & Social Services,Snow removal,Price Driven,Whitehorse,D,2025-26
Admin Services for Child Care Appeal Board,SOPHIE B PARTRIDGE O/A,$0.00,2024-04-11,C00077009,2,,,Education,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Admin Services for Child Care Appeal Board,SOPHIE B PARTRIDGE O/A,"$8,000.00",2024-04-11,C00077009,3,,,Education,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Overhead crane structural inspections,RGA ENGINEERING LTD,"$2,115.63",2024-05-01,C00077344,1,,,Highways & Public Works,Engineering Services,Price Driven,Whitehorse,D,2025-26
Automatic Door Service and Repairs,SCOTT MOFFATT O/A AUTO DOOR,"$1,104.85",2024-04-25,C00077417,3,,,Highways & Public Works,Construction - building maintenance,Value Driven,Whitehorse,D,2025-26
Replace Oil Fired Boiler,536757 YUKON INC,$0.00,2024-05-31,C00077498,1,,,Highways & Public Works,Construction - utilities / infrastructure maintenance,Price Driven,Other,D,2025-26
"Senior Aviation Review, ENWIA Projects 2024-25",WSP CANADA INC,$0.00,2024-05-08,C00077628,1,,,Highways & Public Works,Professional Services - others,Price Driven,Whitehorse,D,2025-26
"Lubbock Valley, Copper Haul and Alaska Highway Km 1440 THP",RICHARD CHEREPAK O/A OUT AND,$0.00,2024-05-17,C00077762,2,,,"Energy, Mines & Resources",General consulting services,Value Driven,Whitehorse,D,2025-26
EVENT BOOKING RENTALS,KWANLIN DUN CULTURAL SOCIETY,"$10,000.00",2024-07-01,C00077805,1,,,Education,Professional Services - others,Value Driven,Whitehorse,D,2025-26
FTR support and maintenance,VOICECAPTURE DIGITAL RECORDING,"$1,412.50",2024-06-10,C00078095,1,,,Environment,IT System Maintenance,Price Driven,Whitehorse,D,2025-26
Laboratory Services,BUREAU VERITAS CANADA  2019,$0.00,2024-04-01,C00078144,2,,RSO-RFB-2024-3-3439,"Energy, Mines & Resources",Environmental Services/ studies,Standing Offer Agreement (RFB),Whitehorse,O,2025-26
Copy fees/service/maintenance,TLE'NAX T'AWEI INC O/A,"$9,000.00",2024-04-01,C00077763,1,,,Highways & Public Works,Printing services,Request for Bids,Whitehorse,I,2025-26
SOA 3194-04 Site Investigation Collison B&C,TETRA TECH CANADA INC,"$41,445.00",2024-05-27,C00077860,2,,3194-04 - Type 2,Community Services,Engineering Services,Standing Offer Agreement (RFP),Dawson City,O,2025-26
Dawson-Callison East-Master Plan,STANTEC CONSULTING LTD,"-$54,900.00",2024-05-28,C00077900,2,,2021-11-1166-2,Community Services,General consulting services,Standing Offer Agreement (RFP),Dawson City,O,2025-26
SOA 3194-04 Site Investigation Collison B&C,TETRA TECH CANADA INC,"$8,755.10",2024-05-27,C00077860,3,,3194-04 - Type 2,Community Services,Engineering Services,Standing Offer Agreement (RFP),Dawson City,O,2025-26
Utility service for EV charging station Dawson airport park.,YUKON ENERGY CORPORATION,"$5,667.20",2024-05-17,C00078074,1,,,Highways & Public Works,Construction - utilities / infrastructure new,Price Driven,Dawson City,D,2025-26
WCC Pharmacy Services Jun 24-May 26,PATTISON FOOD GROUP LTD O/A,"$110,000.00",2024-06-01,C00077779,1,,,Justice,Health Services except physician services under ACT,Request for Proposals,Whitehorse,O,2025-26
"Lease - HPW, ICT, Policy & Communications",DONNA KURELO AND,"$51,580.95",2024-07-01,C00078039,1,,,Highways & Public Works,Leased Office Space,Price Driven,Dawson City,D,2025-26
Provision of policy services,AMOS WESTROPP O/A,"-$44,100.00",2024-05-29,C00078043,1,,,Economic Development,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Small business loss evaluator - 2023 Klondike flood,HCM CATASTROPHE MANAGEMENT,"-$25,895.84",2024-06-01,C00078083,1,,,Economic Development,Professional Services - others,Value Driven,Dawson City,D,2025-26
Soil classification field sampling,SCOTT SMITH,"$4,800.00",2024-06-10,C00078125,1,,,Environment,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Water quality analytical services,BUREAU VERITAS CANADA  2019,$0.00,2024-05-27,C00077917,2,,2024-3-3439,Environment,Environmental Services/ studies,Standing Offer Agreement (RFB),Other-Non Yukon,O,2025-26
WL MUNICIPAL BUILDINGS - SAFETY PLAN,SETPLAN ENGINEERING LTD,$0.00,2024-06-03,C00077960,4,,,Community Services,Engineering Services,Value Driven,Watson Lake,D,2025-26
Waste Removal,ERIK GULSTAD O/A ERIK'S,"$6,240.00",2024-06-05,C00078088,1,,,Health & Social Services,Waste management,Price Driven,Whitehorse,D,2025-26
Clinical advisor services.,LINDSEY CAMPBELL PROFESSIONAL,"$2,200.00",2024-04-01,C00077880,1,,2024-25-HSS-A-027,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
BIATHLON YUKON - EXISTING BLDGS RELOCATION,SOUTHPAW CONSTRUCTION INC,$0.00,2024-06-10,C00078092,3,,,Community Services,Construction - building maintenance,Value Driven,Whitehorse,D,2025-26
Restorative Justice Coordination for Offenders,VALARIE JEAN BINDER,"$14,999.00",2024-02-21,C00076840,2,,,Justice,Professional Services - others,Value Driven,Other-Non Yukon,D,2025-26
Restorative Justice Coordination for Offenders,VALARIE JEAN BINDER,"$3,563.69",2024-02-21,C00076840,3,,,Justice,Professional Services - others,Value Driven,Other-Non Yukon,D,2025-26
Class 1 Support,KELLETT COMMUNICATIONS INC,"$20,000.00",2024-04-15,C00076931,1,,,"Energy, Mines & Resources",IT System Maintenance,Value Driven,Whitehorse,D,2025-26
Longhouse Rental,KWANLIN DUN CULTURAL SOCIETY,"$7,249.00",2024-09-16,C00076805,2,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Remediation and mitigation services,46810 YUKON INC O/A,"$1,456.90",2024-04-01,C00076499,1,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Placement of arts opportunities ads 2024/25,536376 YUKON INC O/A BEESE,$428.00,2024-04-15,C00076812,2,,,Tourism And Culture,Advertising,Price Driven,Whitehorse,D,2025-26
Event planning and logistics.,CANDICE GOTTSCHALL O/A HAPPY,$0.00,2024-04-01,C00076456,2,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Teslin&Lewes River Bridges Project - Strategic Engineering,ASSOCIATED ENGINEERING,$0.00,2024-03-20,C00076421,2,,,Highways & Public Works,General consulting services,Request for Proposals,Teslin,O,2025-26
Ad Placement and Ad Design if necessary,BLACK PRESS GROUP LTD,$0.00,2024-04-01,C00076463,1,,,Executive Council Office,Advertising,Value Driven,Whitehorse,D,2025-26
Software monitoring support for 29 YK Airports,VORTEX SOFTWARE CANADA INC,"$7,040.00",2024-04-01,C00076512,1,,,Highways & Public Works,Goods - Software/IT,Price Driven,Other-Non Yukon,D,2025-26
Rest Stop Maintenance-North,RICHARD A REID,"$170,695.08",2024-04-01,C00076598,3,,,Highways & Public Works,Construction - utilities / infrastructure maintenance,Request for Bids,Mayo,O,2025-26
Cleaning Services.,MAJALEA CLEMENTE HOSKISSON,"$2,090.00",2024-04-01,C00076639,1,,,Health & Social Services,Custodial and related services,Price Driven,Dawson City,D,2025-26
Vehicle Fuel,VUNTUT GWITCHIN FIRST NATION,"$2,000.00",2024-04-01,C00076737,1,,,Health & Social Services,Goods - General,Price Driven,Whitehorse,D,2025-26
"Signs, Displays, Banners, Decals, Design & related services",536272 YUKON INC O/A,$600.00,2024-04-01,C00076425,1,,,Highways & Public Works,Printing services,Price Driven,Whitehorse,D,2025-26
SharePoint Online Site Administration,CAROLINNA K THOMPSON,$0.00,2024-05-01,C00076860,1,,,Highways & Public Works,IT System Maintenance,Price Driven,Whitehorse,D,2025-26
Pathology Services,MINISTRY OF PUBLIC SAFETY,"$9,405.98",2024-04-01,C00076516,1,,,Justice,Health Services except physician services under ACT,Price Driven,Whitehorse,D,2025-26
Cleaning Services,JGV SERVICES INCORPORATED,"$1,251.45",2024-04-01,C00076702,1,,,Health & Social Services,Custodial and related services,Price Driven,Watson Lake,D,2025-26
Transportation for Justice staff to attend Circuit Courts,ALKAN AIR LTD,"$8,500.00",2024-04-08,C00076917,1,,N/A,Justice,Air Charter,Standing Offer Agreement (RFB),Whitehorse,O,2025-26
McNevin lease agreement at Eagle Plains,MCNEVIN MANAGEMENT LTD,"$378,262.44",2024-04-01,C00076708,1,,,Highways & Public Works,"Housing, accommodation, hotels",Price Driven,Other,D,2025-26
Northern Light Center,TOWN OF WATSON LAKE,"$230,118.48",2025-05-01,C00081794,Original,,,Highways & Public Works,Leased Office Space,Price Driven,Whitehorse,D,2025-26
System Maintenance,DANIELLE & STEVE UNRUH O/A,"$45,500.00",2025-04-01,C00081796,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Telehealth Licensing,TOTAL NORTH COMMUNICATIONS LTD,"$47,080.00",2025-04-01,C00081841,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Custodial Services - Bridging Contract,15042 YUKON INC,"$14,820.00",2025-04-01,C00081842,Original,,,Health & Social Services,Custodial and related services,Price Driven,Whitehorse,D,2025-26
Medical Scribe Services,HEIDI HEALTH TRADING PTY LTD,"$35,100.00",2025-04-01,C00081843,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Engineering consulting services.,DELTA-T CONSULTANTS LTD,"$4,999.00",2025-04-01,C00081844,Original,,,Health & Social Services,Environmental Services/ studies,Price Driven,Whitehorse,D,2025-26
Audiology consultant and diagnostic services.,ROBERT ALEXANDER HUNTER,"$12,000.00",2025-04-06,C00081892,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Supply of Catering Service Klondike &Ogilvie Camps 2025/26,FIREWEED CAMPS LTD,"$800,030.00",2025-04-01,C00081895,Original,,,Highways & Public Works,Professional Services - others,Request for Proposals,Other,O,2025-26
Physician Locum Services to Dawson City,KELLEY HUMPHRIES,"$19,310.36",2025-04-07,C00081896,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Dawson City,D,2025-26
Rental unit,ISLA GERMAINE,"$37,800.00",2025-04-01,C00081102,Original,,,Health & Social Services,"Housing, accommodation, hotels",Price Driven,Whitehorse,D,2025-26
Recycling Services,536027 YUKON INC O/A,"$3,000.00",2025-04-01,C00081104,Original,,,Health & Social Services,Waste management,Price Driven,Whitehorse,D,2025-26
Landscaping Services,JATS BACKYARD LANDSCAPING LTD,"$8,988.62",2025-05-01,C00081149,Original,,,Health & Social Services,Landscaping,Price Driven,Whitehorse,D,2025-26
Transportation sevices,837282 YUKON INC O/A BLACK,"$2,028.00",2025-04-01,C00081474,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Spill Response Services,KBL ENVIRONMENTAL LTD,"$50,000.00",2025-04-01,C00081475,Original,,2023-11-3123 Type 4,Community Services,Waste management,Standing Offer Agreement (RFP),Other,O,2025-26
Pharmacist Services,JANE ELIZABETH HOLLENBERG,"$11,952.00",2025-04-01,C00081529,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Daily Courier Service,ROBERT TWA O/A,"$23,400.00",2025-04-01,C00081536,Original,,,Justice,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Cleaning Service,NORTHERN CLEANERS WHSE LTD O/A,"$22,800.00",2025-04-01,C00081584,Original,,,Health & Social Services,Custodial and related services,Price Driven,Whitehorse,D,2025-26
Equipment Repair-Maintenance.,MARK JOHNSON O/A MOBILE,"$49,500.00",2025-04-01,C00081635,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Software Subscription Renewal,AQUATIC INFORMATICS INC,"$40,371.21",2025-04-01,C00081636,Original,,,Environment,General consulting services,Price Driven,Other-Non Yukon,D,2025-26
SERVICE/MAINTENANCE PHOTOCOPIER,XEROX CANADA LTD,$500.00,2025-04-01,C00081696,Original,,,Justice,Professional Services - others,Value Driven,Other-Non Yukon,D,2025-26
SERVICE/MAINTENANCE PHOTOCOPIER,XEROX CANADA LTD,$500.00,2025-04-01,C00081697,Original,,,Justice,Professional Services - others,Value Driven,Other-Non Yukon,D,2025-26
River Ice Satellite Images,ARCTUS INC,"$4,400.00",2025-04-01,C00081747,Original,,,Environment,Environmental Services/ studies,Price Driven,Other-Non Yukon,D,2025-26
Photocopier Maintenance,XEROX CANADA LTD,"$8,000.00",2025-04-01,C00081797,Original,,,Health & Social Services,Printing services,Price Driven,Whitehorse,D,2025-26
Mat Rental,GRAY MANAGEMENT SERVICES INC,"$6,893.70",2025-04-01,C00081798,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Sterilization Services,YUKON HOSPITAL CORPORATION,"$1,150.00",2025-04-01,C00081799,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Photocopier Services,TLE'NAX T'AWEI INC O/A,"$14,000.00",2025-04-01,C00081800,Original,,,Health & Social Services,Printing services,Price Driven,Whitehorse,D,2025-26
Faro Public Works and Firehall Electrical Service,YUKON ENERGY CORPORATION,"$55,000.00",2025-04-02,C00081845,Original,,,Community Services,Construction - utilities / infrastructure new,Value Driven,Faro,D,2025-26
CRS technical support,INFOMAGNETICS TECHNOLOGIES,"$167,230.08",2025-04-01,C00081847,Original,,,Health & Social Services,IT System Maintenance,Value Driven,Whitehorse,D,2025-26
Cabinets,OFFICE SUPPLY CENTRE 2019 LTD,"$3,480.00",2025-04-01,C00081848,Original,,,Health & Social Services,Goods - General,Price Driven,Whitehorse,D,2025-26
Sump waste water management,KPI NORTHERN LTD,"$24,000.00",2025-04-01,C00081897,Original,,,Highways & Public Works,Waste management,Price Driven,Watson Lake,D,2025-26
Locum Provision of Hospitalist Services to WGH,TANYA MARIE DOYLE,"$27,970.00",2025-04-02,C00081899,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Whitehorse,D,2025-26
Replacement of Lennox RTU at the Airport Terminal,PAUL SAVAGE O/A,"$36,865.00",2025-04-01,C00081900,Original,,,Highways & Public Works,Construction - building maintenance,Price Driven,Whitehorse,D,2025-26
Security Services,ADVANCE SECURITY AND,"$3,450.00",2025-04-01,C00081105,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
To provide in-person and virtual training sessions for ODB,GREGG BROWN LEARNING SOLUTIONS,"$45,000.00",2025-04-01,C00081152,Original,,2023-9-2923,Public Service Commission,Training delivery,Value Driven,Whitehorse,D,2025-26
Audio/Video support.,536353 YUKON INC O/A SOLID,"$30,464.96",2025-04-14,C00081153,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Provide training,KEN ANDERSON O/A KEN ANDERSON,"$28,875.00",2025-04-01,C00081204,Original,,2023-9-2923,Public Service Commission,Training delivery,Value Driven,Whitehorse,D,2025-26
"Facility rental for January 29, 2026 EMR All Staff Meeting",KWANLIN DUN CULTURAL SOCIETY,"$6,004.00",2026-01-28,C00081259,Original,,,"Energy, Mines & Resources",Professional Services - others,Price Driven,Whitehorse,D,2025-26
Client support services,VERONICA GEIER,"$30,835.00",2025-04-01,C00081310,Original,,,Health & Social Services,Social Services,Price Driven,Whitehorse,D,2025-26
Site Performance Monitoring,TETRA TECH CANADA INC,"$64,303.50",2025-04-01,C00081367,Original,,AAM-20-001,"Energy, Mines & Resources",Engineering Services,Standing Offer Agreement (RFP),Other,O,2025-26
High Conflict workshops - FLIC,TRAILHEAD INTEGRATED HEALTH,"$5,400.00",2025-04-01,C00081369,Original,,,Justice,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Xerox Servicing,XEROX CANADA LTD,"$4,999.00",2025-04-01,C00081420,Original,,,Health & Social Services,Printing services,Price Driven,Whitehorse,D,2025-26
Pediatric Psychiatric Services,WILLOUGH JENKINS,"$276,498.60",2025-04-01,C00081421,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Whitehorse,D,2025-26
Clinical Consultations for Victim Services Staff Apr-Jun2025,JOANNE HUTSUL O/A JOH,"$3,000.00",2025-04-01,C00081478,Original,,,Justice,Professional Services - others,Value Driven,Whitehorse,D,2025-26
DCWWTP Annual engineering report,KERR WOOD LEIDAL ASSOCIATES,"$28,939.00",2025-04-01,C00081537,Original,,3148-12,Community Services,Engineering Services,Price Driven,Other-Non Yukon,D,2025-26
e-Health Library Membership and Access,SIMON FRASER UNIVERSITY,"$7,088.98",2025-04-01,C00081538,Original,,,Health & Social Services,Professional Services - others,Price Driven,Whitehorse,D,2025-26
Managed Alcohol Program,YUKON LIQUOR CORPORATION,"$85,000.00",2025-04-01,C00081539,Original,,,Health & Social Services,Goods - General,Price Driven,Whitehorse,D,2025-26
Yukon Voluntary Dog Surrender - Canine Care,HUMANE SOCIETY YUKON,"$30,100.00",2025-04-01,C00081637,Original,,,Environment,Professional Services - others,Value Driven,Whitehorse,D,2025-26
Electronic Medical Records,PLEXIA ELECTRONIC MEDICAL,"$13,425.80",2025-04-01,C00081639,Original,,,Health & Social Services,IT System Maintenance,Price Driven,Whitehorse,D,2025-26
Court Circuit Hall Rental,KLUANE FIRST NATION,"$2,400.00",2025-04-01,C00081699,Original,,,Justice,Professional Services - others,Value Driven,Burwash Landing,D,2025-26
Court Circuit Hall Rental,VILLAGE OF CARMACKS,"$5,400.00",2025-04-01,C00081700,Original,,,Justice,Professional Services - others,Value Driven,Carmacks,D,2025-26
Locum Physician Services to Yukon Bariatric Program,DR. JESSICA BLAKER,"$40,282.50",2025-04-01,C00081749,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Whitehorse,D,2025-26
Locum Physician Services to Yukon Bariatric Program,DR MEGAN BALDWIN,"$40,282.50",2025-04-01,C00081751,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Whitehorse,D,2025-26
Locum Physician Services to Yukon Bariatric Program,P.URNESS PROFESSIONAL,"$40,282.50",2025-04-01,C00081752,Original,,,Health & Social Services,Physician Services under ACT,Value Driven,Whitehorse,D,2025-26
Venue Rental for Commissioner Levee,KWANLIN DUN CULTURAL SOCIETY,"$4,000.00",2025-04-01,C00081802,Original,,,Executive Council Office,Professional Services - others,Price Driven,Whitehorse,D,2025-26
