Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
Clean Up and Disposal of Special Waste at Marsh Lk,TLE NAX T AWEI INC O/A,"-$3,000.00",2010-01-21,SS09513210-60050,1,,,Community Services,Service Contracts - General,Price Driven,Marsh Lake,D,2010-11
Carcross Downtown Base Infrastructure Preliminar ,AECOM CANADA LTD,"$25,507.00",2008-06-11,SS08513118-56282,4,,,Community Services,Service Contracts - General,Value Driven,Carcross,P,2010-11
Architectural Services Related to SS Tutshi Ruins,NORTHERN CADWORKS LTD,"$1,250.00",2010-01-25,SS09543147-60029,1,,,Tourism And Culture,Service Contracts - General,Value Driven,Carcross,D,2010-11
Garbage Dump Maintenance for Ross River Waste,11808 YUKON INC,$0.00,2009-07-16,SS09513146-59606,2,,,Community Services,Service Contracts - General,Price Driven,Ross River,P,2010-11
Whitehorse Waterfront - Parking Lot & Hardscape ,EBA ENGINEERING,"-$1,513.82",2009-10-08,SS09513147-59614,1,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Consult Serv for Corrosion Protection Pelly Rv Bdg,GROUNDTRAX ENVIRONMENTAL,-$150.00,2010-03-01,SS09550080-60058,1,,,Highways & Public Works,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Eduction Services for Carcross Area School,BRIAN H TWIGGE O/A,"-$3,420.00",2009-09-01,SS09033020-59779,1,,,Education,Service Contracts - General,Price Driven,Carcross,D,2010-11
Klondike River Hwy Maint Camp Envirn Site Asmt Wk,FRANZ ENVIRONMENTAL INC,$0.00,2009-09-01,SS09523134-59474,2,,,Environment,Service Contracts - General,Value Driven,Other-Yukon,I,2010-11
Water Well System for Domestic Use,BRIAN MACDOUGALL O/A,"-$11,045.00",2009-05-11,SS09513030-58386,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Install Underground Electrical System Pilot Mountn,GENEVIEVE CAMIRE,-$422.15,2009-08-24,SS09513100-59308,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Water Well System for Domestic Use,BRIAN MACDOUGALL O/A,"-$7,700.00",2009-05-11,SS09513028-58384,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Preliminary Engineering and Design Services,YUKON ENGINEERING SERVICES INC,$0.00,2009-07-14,SS09550037-58959,4,,,Highways & Public Works,Service Contracts - General,Value Driven,Whitehorse,I,2010-11
Project Management Services for B Crk Com Club Rno,HEATH BUILDING CONTRACTING,-$188.84,2010-01-23,SS09513212-60055,2,,,Community Services,Service Contracts - General,Value Driven,Beaver Creek,D,2010-11
Court Reporting Services for the Yukon Water Board,DOUG AYERS O/A,$0.00,2009-11-01,SS09023000-59736,1,,,Executive Council Office,Service Contracts - General,Price Driven,Other-Yukon,I,2010-11
Albert & Deadman Ck Bridge Deck Replacemt Km 992.9,AECOM CANADA LTD,"-$60,602.92",2009-11-09,SS09550067-59863,1,,,Highways & Public Works,Service Contracts - General,Value Driven,Other-Yukon,P,2010-11
To Install a Power Service ,YUKON ELECTRICAL COMPANY,"-$3,467.78",2009-11-09,SS09513172-59771,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Water Well System for Domestic Use,BRIAN MACDOUGALL O/A,"-$13,563.55",2009-05-11,SS09513027-58383,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Admin. Support Services To Educ. Appeal Tribunal  ,DEANA LEMKE O/A,"-$1,285.20",2007-09-15,SS07033122-53687,1,,,Education,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Temporary 3 Phase Power,YUKON ELECTRIC,"-$1,595.51",2008-10-01,SS08513176-56829,2,,,Community Services,Service Contracts - General,Price Driven,Whitehorse,D,2010-11
"Construct Water Well Lot 1185, Plan 88-162 Quad",RON & LAURA TOEWS O/A,"-$22,180.00",2008-04-01,SS08513042-55865,2,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Construct Water Well System-Lot 148 Judas Creek,13634 YUKON INC,"-$8,420.50",2009-07-14,SS09513078-59245,1,,,Community Services,Service Contracts - General,Value Driven,Marsh Lake,D,2010-11
Garage Dump Maint for Various Disposal Facilities,BRYAN BUCHANAN,-$4.00,2009-07-16,SS09513080-59160,3,,,Community Services,Service Contracts - General,Price Driven,Other-Yukon,P,2010-11
Engineering Consulting- CarX Water System Upgrades,DAYTON & KNIGHT LTD,"-$10,229.82",2009-12-15,SS09513194-59954,2,,,Community Services,Service Contracts - General,Value Driven,Carcross,P,2010-11
Quality Control & Materials Testing,EBA ENGINEERING,"$23,920.80",2009-05-19,SS09513052-58710,2,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,P,2010-11
Engineering Services For Construction Supervision ,HATCH LTD,-$885.12,2008-02-12,SS07550062-54035,3,,,Highways & Public Works,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Phase 2 Detailed Inspec Nisutlin Bay Bridge,AECOM CANADA LTD,-$950.12,2009-02-02,SS08550070-57563,2,,,Highways & Public Works,Service Contracts - General,Value Driven,Teslin,P,2010-11
Provide Weekly Art Class Instructn Indiv Learning,YUKON ART SOCIETY,"-$1,737.27",2009-09-16,SS09033012-59637,1,,,Education,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Lease Portable Lavatory-Temp In-transit Lounge,ATCO STRUCTURES INC,"$6,660.00",2007-04-01,SS07556524-51337,4,,,Highways & Public Works,Service Contracts - General,Price Driven,Whitehorse,I,2010-11
Inspection Services ,YUKON ENGINEERING SERVICES INC,"-$3,328.19",2009-07-31,SS09550048-59234,2,,,Highways & Public Works,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Intall Electrical Pw to Burwash Landing Sewer Fac,YUKON ELECTRICAL COMPANY,"-$7,391.99",2009-09-14,SS09513120-59526,1,,,Community Services,Service Contracts - General,Value Driven,Burwash Landing,D,2010-11
Construct a Water Well System for Domestic Use,RON & LAURA TOEWS O/A,"-$6,605.80",2009-09-30,SS09513133-59564,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
To Upgrade a Well for Domestic Use - Annie Lake Rd,13634 YUKON INC,"-$1,528.64",2009-11-25,SS09513177-59867,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Temporary 3 Phase Power,YUKON ELECTRIC,$0.00,2008-10-01,SS08513176-56829,1,,,Community Services,Service Contracts - General,Price Driven,Whitehorse,D,2010-11
Electrical Service for Lift Station Carmacks,YUKON ELECTRIC,$0.00,2008-10-03,SS08513159-56649,2,,,Community Services,Service Contracts - General,Value Driven,Carmacks,D,2010-11
Carcross Waterfront Development Power Line Improv,YUKON ELECTRICAL COMPANY,"-$43,904.44",2009-09-22,SS09513136-59569,1,,,Community Services,Service Contracts - General,Price Driven,Carcross,D,2010-11
Preliminary & Detailed Design of Carcross Boat Lnc,N A JACOBSEN P ENG,"-$4,033.90",2008-10-27,SS08513178-56857,5,,,Community Services,Service Contracts - General,Value Driven,Carcross,D,2010-11
Inspection and Reports for Flat Creek Bridge,AECOM CANADA LTD,"-$12,651.43",2009-07-31,SS09550043-59211,1,,,Highways & Public Works,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Construction Survey Layout & Quantity Calculation,YUKON ENGINEERING,"-$26,481.35",2008-04-29,SS08550011-55020,3,,,Highways & Public Works,Service Contracts - General,Value Driven,Watson Lake,P,2010-11
Provide French Service Advertising,ASSOCIATION FRANCO-YUKONNAISE,-$894.00,2009-04-02,SS09513002-57985,1,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Design Engineering Services,YUKON ENGINEERING SERVICES INC,$0.00,2008-01-24,SS07513208-53842,4,,,Community Services,Service Contracts - General,Value Driven,Dawson City,D,2010-11
"Commercial Waste Pick-up-Mt Lorne, ML & Deep Cr",TLE NAX T AWEI INDUSTRIAL LTD,"$7,925.00",2007-08-01,SS07513089-52096,6,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,I,2010-11
Laboratory Services,ALS LABORATORY GROUP,-$719.45,2009-10-27,SS09550046-59857,1,,,Highways & Public Works,Service Contracts - General,Price Driven,Whitehorse,D,2010-11
"Commercial Waste Pick-up-Mt Lorne, ML & Deep Cr",TLE NAX T AWEI INDUSTRIAL LTD,"-$9,525.00",2007-08-01,SS07513089-52096,7,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,I,2010-11
Construction Inspection Services,YUKON ENGINEERING SERVICES INC,"-$2,960.50",2009-05-22,SS09513043-58489,2,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
To Upgrade to a Solar System To Property,EDWARD LAMBKIN,"-$7,260.00",2009-09-18,SS09513122-59456,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Install 2 Street Lights as per Quote Mendenhall,YUKON ENERGY CORPORATION,"-$1,313.33",2008-12-16,SS08513202-57186,2,,,Community Services,Service Contracts - General,Price Driven,Other-Yukon,D,2010-11
Scanning And Aerial Triangulation,AERO METRIC INC,-$370.81,2008-08-01,SS08533065-56170,2,,,"Energy, Mines & Resources",Service Contracts - General,Price Driven,Whitehorse,P,2010-11
Install Power Svc to Lot 1153 Plan 88-07 Qd 105D14,YUKON ELECTRIC,"-$16,549.31",2007-12-07,SS07513190-53362,3,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
To Install Power Service to Property,YUKON ELECTRIC,"-$5,119.50",2008-09-19,SS08513148-56535,2,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Water Well System for Domestic Use,BRIAN MACDOUGALL O/A,"-$13,344.38",2009-05-11,SS09513025-58381,1,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Contract Services-Dvlp Solid Waste Action Plan,WENDY DONNITHORNE,-$300.00,2009-08-05,SS09513098-59255,1,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
To Provide Support Maint Upgrades & Traing Goldcr ,CAMPANA SYSTEMS INC,"$36,375.00",2008-04-01,SS08153706-54410,1,,,Health & Social Services,Service Contracts - General,Value Driven,Other-Yukon,D,2010-11
Court Reporting Services for the Yukon Water Board,DOUG AYERS O/A,$0.00,2009-11-01,SS09023000-59736,2,,,Executive Council Office,Service Contracts - General,Price Driven,Other-Yukon,I,2010-11
Basement Flooding Investigation Zircon Lane,EBA ENGINEERING,"-$3,040.85",2009-06-29,SS09513064-59105,5,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Care & Maintenance at Mt Nansen Mine Site,BRUCE WHEELER O/A,"$16,600.00",2009-04-01,SS09533015-57915,2,,,"Energy, Mines & Resources",Service Contracts - General,Value Driven,Carmacks,P,2010-11
Klondike River Hwy Maint Camp Envirn Site Asmt Wk,FRANZ ENVIRONMENTAL INC,$0.00,2009-09-01,SS09523134-59474,3,,,Environment,Service Contracts - General,Value Driven,Other-Yukon,I,2010-11
Information Analysis,SHANNON RYAN O/A,-$330.45,2009-12-11,SS09153197-60007,1,,,Health & Social Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Garbage Dump Maintenance Carcross & Tagish,BRYAN BUCHANAN,"$3,365.77",2008-06-23,SS08513070-55700,8,,,Community Services,Service Contracts - General,Price Driven,Other-Yukon,P,2010-11
"Acquire 1:40,000 Aerial Photography",AERO METRIC INC,"-$21,159.23",2007-05-15,SS07533037-51076,3,,,"Energy, Mines & Resources",Service Contracts - General,Price Driven,Whitehorse,P,2010-11
Slope Stability Assessment,EBA ENGINEERING,"-$1,227.98",2009-06-10,SS09513055-58807,2,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Portable Toilet Rental & Clean-out ,NORTHWEST VACUUM SERVICES LTD,$270.40,2009-10-22,SS09513163-59700,2,,,Community Services,Service Contracts - General,Price Driven,Other-Yukon,D,2010-11
Consulting Services Workshops for YG Leadership Fm,KWELA LEADERSHIP & TALENT,$0.00,2009-08-24,SS09103346-59586,2,,,Public Service Commission,Service Contracts - General,Value Driven,Whitehorse,P,2010-11
Line Cutters - Willow Acres Subdivision,CHAMPAGNE AISHIHIK COMMUNITY,-$405.90,2009-09-30,SS09513135-59567,1,,,Community Services,Service Contracts - General,Price Driven,Other-Yukon,D,2010-11
Secretarial Services to the Yukon Municipal Board,BARBARA EVANS O/A,"-$4,727.92",2008-09-01,SS08513165-56683,2,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,D,2010-11
Delivery of Leadership & Senior Management Wksh,UNIVERSITY OF ALBERTA,"-$11,401.94",2009-12-01,SS09103359-59878,1,,,Public Service Commission,Service Contracts - General,Value Driven,Whitehorse,P,2010-11
Transportation Special Needs Students,KEN GIAM,"-$57,999.50",2008-08-25,SS08033091-56211,3,,,Education,Service Contracts - General,Price Driven,Whitehorse,P,2010-11
Court Reporting Services for the Yukon Water Board,DOUG AYERS O/A,$0.00,2009-11-01,SS09023000-59736,3,,,Executive Council Office,Service Contracts - General,Price Driven,Other-Yukon,I,2010-11
Engineering Consulting- CarX Water System Upgrades,DAYTON & KNIGHT LTD,"$10,229.82",2009-12-15,SS09513194-59954,3,,,Community Services,Service Contracts - General,Value Driven,Carcross,P,2010-11
Detailed Engineering Design Services,QUEST ENGINEERING GROUP INC,$0.00,2008-06-25,SS08513079-55908,2,,,Community Services,Service Contracts - General,Value Driven,Whitehorse,P,2010-11
Water Delivery-Ross River,DOUG MACPHEAT O/A,"$100,000.00",2009-12-28,SS09513202-59967,1,,,Community Services,Service Contracts - General,Price Driven,Ross River,P,2010-11
Street and Traffic Control Signs,CITY OF WHITEHORSE,$0.00,2009-08-03,SS09513105-59383,2,,,Community Services,Service Contracts - General,Price Driven,Whitehorse,D,2010-11
Water Delivery-Ross River,DOUG MACPHEAT O/A,"-$51,834.83",2009-12-28,SS09513202-59967,2,,,Community Services,Service Contracts - General,Price Driven,Ross River,P,2010-11
Field Trip Transportation for Various Yukon School,WATSON LAKE BUS LINES CO LTD,"-$1,145.30",2008-08-18,SS08033108-56614,6,,,Education,Service Contracts - General,Price Driven,Other-Yukon,P,2010-11
School Busing For Pelly Crossing Area,WATSON LAKE BUS LINES CO LTD,"-$3,062.08",2008-09-02,SS08033057-55647,3,,,Education,Service Contracts - General,Price Driven,Pelly Crossing,P,2010-11
Field Trip Transportation for Various Yukon School,WATSON LAKE BUS LINES CO LTD,"$6,000.00",2008-08-18,SS08033108-56614,5,,,Education,Service Contracts - General,Price Driven,Other-Yukon,P,2010-11
Carcross Downtown Base Infrastructure Preliminar ,AECOM CANADA LTD,"$3,840.00",2008-06-11,SS08513118-56282,6,,,Community Services,Service Contracts - General,Value Driven,Carcross,P,2010-11
Preliminary Engineering and Design Services,YUKON ENGINEERING SERVICES INC,"-$20,824.52",2009-07-14,SS09550037-58959,5,,,Highways & Public Works,Service Contracts - General,Value Driven,Whitehorse,I,2010-11
Carcross Downtown Base Infrastructure Preliminar ,AECOM CANADA LTD,$0.00,2008-06-11,SS08513118-56282,5,,,Community Services,Service Contracts - General,Value Driven,Carcross,P,2010-11
School Busing For Whitehorse Area Schools,WATSON LAKE BUS LINES CO LTD,"-$135,997.57",2008-08-25,SS08033064-55699,3,,,Education,Service Contracts - General,Price Driven,Whitehorse,P,2010-11
School Bus Service Kluane Lake School,NORLINE COACHES (YUKON) LTD,-$740.43,2008-08-25,SS08033063-55680,4,,,Education,Service Contracts - General,Price Driven,Destruction Bay,P,2010-11
School Bus Services Carmacks,NORLINE COACHES (YUKON) LTD,-$748.20,2008-09-02,SS08033061-55682,2,,,Education,Service Contracts - General,Price Driven,Carmacks,P,2010-11
School Bus Services Haines Junction,NORLINE COACHES (YUKON) LTD,"-$2,428.51",2008-08-25,SS08033062-55681,2,,,Education,Service Contracts - General,Price Driven,Haines Junction,P,2010-11
School Busing For Teslin Area,WATSON LAKE BUS LINES CO LTD,"-$8,315.66",2008-08-28,SS08033056-55648,3,,,Education,Service Contracts - General,Price Driven,Teslin,P,2010-11
School Busing For Dawson Area,WATSON LAKE BUS LINES CO LTD,"-$14,634.78",2008-08-19,SS08033058-55646,3,,,Education,Service Contracts - General,Price Driven,Dawson City,P,2010-11
School Busing For Watson Lake ,WATSON LAKE BUS LINES CO LTD,"-$12,882.55",2008-09-02,SS08033060-55644,3,,,Education,Service Contracts - General,Price Driven,Whitehorse,P,2010-11
School Busing For Mayo Area,WATSON LAKE BUS LINES CO LTD,"-$7,271.83",2008-08-20,SS08033055-55649,3,,,Education,Service Contracts - General,Price Driven,Mayo,P,2010-11
School Busing For Carcross Area,WATSON LAKE BUS LINES CO LTD,"-$11,981.12",2008-08-19,SS08033059-55645,3,,,Education,Service Contracts - General,Price Driven,Other-Yukon,P,2010-11
Owner's Representative for Dawson Wastewater,AECOM CANADA LTD,"$151,000.00",2009-08-11,SS09554036-60116,2,,,Highways & Public Works,Service Contracts - General,Value Driven,Dawson City,P,2010-11
Full Services Marketing Agency Services,BRYANT FULTON & SHEE,"-$633,055.30",2008-06-10,SS08543072-55729,2,,,Tourism And Culture,Service Contracts - General,Value Driven,Other-Non Yukon,P,2010-11
Water Resources Engineering & Regulatory App,QUEST ENGINEERING GROUP INC,"-$4,844.44",2009-04-01,SS09513004-57996,1,,,Community Services,Service Contracts - General,Value Driven,Dawson City,D,2010-11
Consulting Services Workshops for YG Leadership Fm,KWELA LEADERSHIP & TALENT,"-$22,973.27",2009-08-24,SS09103346-59586,3,,,Public Service Commission,Service Contracts - General,Value Driven,Whitehorse,P,2010-11
Install Water Well-Carmacks Wastewater Trtmt Plant,RON & LAURA TOEWS O/A,"-$2,712.40",2009-08-05,SS09513094-59251,1,,,Community Services,Service Contracts - General,Price Driven,Carmacks,I,2010-11
Owner's Representative for Dawson Wastewater,AECOM CANADA LTD,"$59,220.00",2009-08-11,SS09554036-60116,5,,,Highways & Public Works,Service Contracts - General,Value Driven,Dawson City,P,2010-11
Owner's Representative for Dawson Wastewater,AECOM CANADA LTD,"$30,000.00",2009-08-11,SS09554036-60116,3,,,Highways & Public Works,Service Contracts - General,Value Driven,Dawson City,P,2010-11
Engineering Design Services Grizzly Valley,YUKON ENGINEERING SERVICES INC,"$19,720.65",2008-09-19,SS08513154-56577,2,,,Community Services,Service Contracts - General,Value Driven,Other-Yukon,P,2010-11
Owner's Representative for Dawson Wastewater,AECOM CANADA LTD,"$47,060.00",2009-08-11,SS09554036-60116,4,,,Highways & Public Works,Service Contracts - General,Value Driven,Dawson City,P,2010-11
Yukon Water Board Technical Consultant,EBA ENGINEERING,"-$20,000.00",2008-11-01,GN08023006-56821,2,,,Executive Council Office,Consulting Contracts - General,Value Driven,Whitehorse,P,2010-11
